# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 20 07:55:24 2021
#
# CONSTRAINT:  where (default_flag =1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
20161,Kepler-403 d,Kepler-403,1,1,3,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.61159129,,1.420,0.127,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6209.00,1.45,1.25,0.160,[Fe/H],4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000,12.8180000,11.5370000,12.7598000,2016-05-06,2016-05,2016-05-10
20165,Kepler-404 b,Kepler-404,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,11.82985100,0.102000,1.270,0.113,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5654.00,0.88,,,,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000,15.4790000,13.4770000,15.1906000,2014-05-14,2014-03,2014-05-14
20177,Kepler-404 c,Kepler-404,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.75116600,0.118000,1.720,0.153,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5654.00,0.88,,,,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000,15.4790000,13.4770000,15.1906000,2014-05-14,2014-03,2014-05-14
20184,Kepler-405 b,Kepler-405,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.61383900,0.095000,2.080,0.186,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5818.00,0.89,,,,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000,16.1810000,14.0560000,15.8023000,2014-05-14,2014-03,2014-05-14
20188,Kepler-405 c,Kepler-405,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,29.72668200,0.188000,4.660,0.416,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5818.00,0.89,,,,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000,16.1810000,14.0560000,15.8023000,2014-05-14,2014-03,2014-05-14
20202,Kepler-406 b,Kepler-406,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.42629000,,1.430,0.128,6.35000,0.02000,Mass,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5538.00,1.07,1.07,0.180,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000,12.6030000,10.9700000,12.4897000,2014-05-14,2014-02,2014-05-14
20210,Kepler-406 c,Kepler-406,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,4.62332000,,0.850,0.076,2.71000,0.00900,Mass,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5538.00,1.07,1.07,0.180,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000,12.6030000,10.9700000,12.4897000,2014-05-14,2014-02,2014-05-14
20220,Kepler-407 b,Kepler-407,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,0.66931000,,1.070,0.095,3.20000,0.01007,Mass,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5476.00,1.01,1.00,0.330,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000,12.6030000,10.9110000,12.5074000,2016-10-12,2014-02,2016-10-13
20230,Kepler-407 c,Kepler-407,1,1,2,Radial Velocity,2014,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,3000.00000000,,,,4000.00000,12.60000,Mass,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5476.00,1.01,1.00,0.330,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000,12.6030000,10.9110000,12.5074000,2014-05-14,2014-02,2014-05-14
20231,Kepler-408 b,Kepler-408,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.46502000,,0.820,0.073,5.00000,0.01573,Mass,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,6104.00,1.23,1.08,-0.200,[Fe/H],4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000,8.8340000,7.4860000,8.6992000,2016-10-12,2014-02,2016-10-13
20250,Kepler-409 b,Kepler-409,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,68.95840000,,1.190,0.106,22.00000,0.06922,Mass,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5460.00,0.89,0.92,0.080,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000,9.6360000,7.7680000,9.3910900,2016-10-12,2014-02,2016-10-13
20264,Kepler-41 b,Kepler-41,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,1.85555820,0.031010,14.460,1.290,177.98000,0.56000,Mass,0.000000,,1790,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 V,5750.00,1.29,1.15,0.380,[Fe/H],4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000,14.5090000,12.8920000,14.4130000,2016-05-03,2015-03,2015-01-29
20271,Kepler-410 A b,Kepler-410 A,1,2,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>,17.83364800,0.122600,2.838,0.253,,,,0.170000,,,1,<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>,,6273.00,1.35,1.21,0.010,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000,9.4950000,8.1400000,9.3748000,2014-05-14,2014-02,2014-05-14
20282,Kepler-411 b,Kepler-411,1,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,3.00515600,0.037500,2.401,0.214,25.60000,0.08055,Mass,0.146000,,1138,1,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,0.82,0.87,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,12.4480000,10.0620000,12.2327000,2019-07-03,2019-04,2019-07-11
20289,Kepler-411 c,Kepler-411,1,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,7.83443500,0.073900,4.421,0.394,26.40000,0.08306,Mass,0.108000,,838,1,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,0.82,0.87,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,12.4480000,10.0620000,12.2327000,2019-07-19,2019-04,2019-07-25
20302,Kepler-411 d,Kepler-411,1,2,4,Transit,2018,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,58.02035000,0.279000,3.319,0.296,15.20000,0.04782,Mass,0.128000,,410,1,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,0.82,0.87,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,12.4480000,10.0620000,12.2327000,2019-07-19,2019-04,2019-07-25
20305,Kepler-411 e,Kepler-411,1,2,4,Transit Timing Variations,2018,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,31.50972800,0.186000,,,10.80000,0.03398,Mass,0.016000,,503,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,0.82,0.87,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,12.4480000,10.0620000,12.2327000,2019-07-03,2019-04,2019-07-11
20309,Kepler-412 b,Kepler-412,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.72086040,0.028970,15.031,1.341,299.07803,0.94100,Mass,,,1850,1,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,5750.00,1.29,1.17,0.270,[Fe/H],4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000,14.3990000,12.8370000,14.2486000,2015-10-07,2015-05,2015-10-15
20319,Kepler-413 b,Kepler-413,1,2,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...14K/abstract target=ref>Kostov et al. 2014</a>,66.26200000,0.355300,4.347,0.388,67.00000,0.21100,Mass,0.118100,,,0,<a refstr=KOSTOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...14K/abstract target=ref>Kostov et al. 2014</a>,,4700.00,0.78,0.82,-0.200,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m02.56s,288.5106679,+51d09m44.72s,51.1624235,847.5360000,15.8850000,13.4150000,15.5943000,2014-05-14,2014-03,2014-05-14
20325,Kepler-414 b,Kepler-414,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,4.70000000,,1.710,0.153,3.50000,0.01100,Mass,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,0.95,0.89,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000,13.3780000,11.6980000,13.3210000,2014-05-28,2014-05,2014-05-28
20330,Kepler-414 c,Kepler-414,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,7.17100000,,3.010,0.269,29.90000,0.09400,Mass,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,0.95,0.89,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000,13.3780000,11.6980000,13.3210000,2014-05-28,2014-05,2014-05-28
20341,Kepler-415 b,Kepler-415,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,4.17600000,,1.210,0.108,119.90000,0.37700,Mass,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,0.64,0.67,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000,16.1420000,13.3780000,15.8410000,2014-05-28,2014-05,2014-05-28
20350,Kepler-415 c,Kepler-415,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,8.70800000,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,0.64,0.67,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000,16.1420000,13.3780000,15.8410000,2014-05-28,2014-05,2014-05-28
20360,Kepler-416 b,Kepler-416,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,6.31900000,,2.480,0.221,58.20000,0.18300,Mass,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,1.07,1.00,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000,14.1660000,12.5100000,14.0197000,2014-05-28,2014-05,2014-05-28
20377,Kepler-416 c,Kepler-416,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,12.20900000,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,1.07,1.00,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000,14.1660000,12.5100000,14.0197000,2014-05-28,2014-05,2014-05-28
20381,Kepler-417 b,Kepler-417,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,12.33100000,,2.310,0.206,11.00000,0.03500,Mass,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,0.81,0.90,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000,15.8640000,13.9220000,15.8658000,2014-05-28,2014-05,2014-05-28
20390,Kepler-417 c,Kepler-417,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,15.94300000,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,0.81,0.90,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000,15.8640000,13.9220000,15.8658000,2014-05-28,2014-05,2014-05-28
20407,Kepler-418 b,Kepler-418,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=TINGLEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A..14T/abstract target=ref> Tingley et al. 2014</a>,86.67856000,,13.450,1.200,349.60000,1.10000,Mass,0.200000,,,0,<a refstr=TINGLEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A..14T/abstract target=ref> Tingley et al. 2014</a>,,5820.00,1.09,0.98,-0.050,[M/H],4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000,14.8240000,13.1030000,14.6490000,2014-05-28,2014-07,2014-05-28
20420,Kepler-419 b,Kepler-419,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,69.75460000,0.370000,10.800,0.960,794.50000,2.50000,Mass,0.833000,,,1,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,,6430.00,1.74,1.39,0.176,[Fe/H],4.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000,13.0890000,11.8590000,12.9642000,2014-06-25,2014-08,2014-06-25
20422,Kepler-419 c,Kepler-419,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,675.47000000,1.680000,,,2320.10000,7.30000,Mass,0.184000,,,0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,,6430.00,1.74,1.39,0.176,[Fe/H],4.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000,13.0890000,11.8590000,12.9642000,2014-06-25,2014-08,2014-06-25
20428,Kepler-42 b,Kepler-42,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,1.21376720,0.011600,0.780,0.070,,,,,,519,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,M,3068.00,0.17,0.13,-0.330,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,16.7000000,11.4650000,14.9931000,2014-05-14,2012-03,2014-05-14
